premio_effet_anno_incorso,eta_polizza,bonus_malus
370.03,6,1G
387.51,6,1H
670.5197,1,13
690.0485,2,12
700.7489999999999,3,11
303.747,10,1F
330.5785,11,1G
345.69254,12,1H
621.05,6,1F
597.51,7,1G
617.47,6,1H
258.324,15,1E
267.2644,16,1F
272.685,17,1G
446.47,15,1E
464.37,16,1F
476.15,7,1G
398.49,6,1F
412.01,7,1G
412.01,8,1G
504.8545,2,1C
525.1661,3,1D
545.7713,4,1E
378.8237,5,1B
394.2634,6,1C
403.63552999999996,7,1D
346.0285,2,1F
359.8202,3,1G
359.49146,4,1H
263.9066,14,1D
303.747,7,1E
315.64575,8,1F
330.5785,10,02
452.5202,11,04
541.41864,12,06
372.8497,9,05
387.4757,7,04
403.3577,7,03
128.2247,6,1D
151.101,7,1E
157.35468,7,1F
465.7557,6,1E
477.1063,7,1F
494.50653,8,1G
267.9957,21,1F
275.2778,22,1G
285.57837,23,1H
303.747,15,1F
326.51,16,1G
338.38666,6,1H
919.4810000000001,1,13
899.9934,2,12
906.39465,3,11
117.87,13,1F
139.14,14,1G
144.97,15,1H
401.04,6,1F
401.03,7,1G
416.08,7,1H
182.6087,12,1F
244.3881,13,1G
253.10313,14,1H
463.088,14,1A
446.814,15,1B
463.45132,16,1C
565.5215,1,10
569.5797,2,09
649.4328,3,11
363.8784,6,1F
371.9845,7,1G
385.45312,6,1H
267.58,9,1F
278.15,10,1G
289.93,11,1H
707.22,2,06
724.74,3,05
755.29,4,04
291.03,2,1F
302.83,3,1G
299.59,4,1H
215.4039,10,1F
241.4217,11,1G
252.55775,7,1H
345.5032,9,1A
359.3361,10,1B
355.7356,11,1C
292.07,6,1A
303.86,7,1B
300.62,8,1C
255.2443,7,1F
294.2607,8,1G
308.61768,7,1H
305.3641,7,01
312.6874,7,1A
325.3595,7,1B
515.43,11,1C
509.14,12,1D
509.14,13,1D
339.4262,13,01
357.7499,14,1A
364.94513,15,1B
456.3,6,1B
474.59,7,1C
486.38,7,1D
275.58,15,1F
306.87,16,1G
306.87,17,1G
354.8659,16,1F
401.2056,17,1G
410.57099999999997,18,1H
477.76,6,1C
485.57,7,1D
495.73,6,1E
312.6,10,1D
338.17,11,1E
345.08,12,1F
341.12,13,1F
352.8,14,1G
352.8,6,1G
249.8,11,1F
310.12,12,1G
316.63,13,1H
295.65,9,1D
305.65,10,1E
312.15,11,1F
368.38,7,1E
360.77,8,1F
368.49,9,1G
331.9,10,1F
456.7,11,1E
466.46,6,1F
467.51,9,05
470.69,10,04
480.45,11,03
246.01,7,1F
299.55,8,1G
305.65,9,1H
276.48,15,1D
274.34,16,1E
280.03,17,1F
326.1495,13,1F
333.2874,14,1G
345.78516,15,1H
538.41,10,03
551.83,7,02
575.0,8,01
561.47,5,09
546.92,6,08
567.65,7,07
716.7049,11,10
734.5857,7,09
764.7425,7,08
424.0098,10,1B
441.046,11,1C
459.28387000000004,12,1D
469.09,7,07
480.87,8,06
501.2,9,05
259.96,7,1E
299.39,8,1F
312.0,9,1G
358.16,8,05
515.24,9,07
534.7,7,06
357.57,12,1D
357.51,13,1E
370.94,7,1F
316.61,2,1B
357.67,3,1C
397.51,4,1B
406.23,5,1C
422.55,6,1D
440.1,7,1E
425.14,8,1B
442.0,7,1C
460.46,8,1D
300.8836,10,1B
332.587,11,1C
346.07327000000004,12,1D
305.95,8,1F
351.64,9,1G
366.44,10,1H
582.877,2,12
606.4434,3,11
726.09326,4,13
328.25,18,1B
341.26,19,1C
355.49,20,1D
447.76,1,03
453.48,2,02
470.55,3,01
212.83,14,1F
238.44,15,1G
248.6,16,1H
509.33,4,03
521.93,5,02
543.89,6,01
403.2965,2,09
395.1904,3,08
409.41852,4,07
599.2334,2,06
579.7355,3,05
601.10065,4,04
287.63,15,1F
330.81,16,1G
343.38,17,1H
227.27,6,1F
264.84,7,1G
275.0,8,1H
365.1041,9,1A
364.2904,10,1B
377.7253,6,1C
222.2637,7,1F
249.0849,8,1G
258.15552,7,1H
596.33,7,06
611.33,7,05
634.36,7,04
688.2357,7,07
672.4046,8,06
703.4347,7,05
1710.22,2,12
1654.31,3,11
1682.37,4,10
359.6863,10,1C
374.3226,11,1D
415.37642999999997,12,1C
397.2607,5,1F
419.1791,6,1G
434.22772000000003,7,1H
267.4498,6,1D
273.1148,7,1E
282.62515,8,1F
316.2306,6,01
313.7895,7,1A
328.09665,8,1B
300.7806,6,1D
308.9176,7,1E
319.9984,8,1F
507.9342,6,06
330.4755,4,1B
329.6618,5,1C
341.5251,6,1D
345.2457,16,1F
386.971,17,1G
396.63833999999997,18,1H
676.3907,4,04
693.4681,5,03
692.7948,6,02
411.8,17,1F
434.55,18,1G
445.51,19,1H
323.2449,10,1B
332.1853,11,1C
339.1687,12,1D
340.8785,6,1E
381.5326,7,1F
390.9068,8,1G
341.02,11,1C
354.46,12,1D
363.43,13,1E
314.61,8,1B
308.27,9,1C
314.77,10,1D
452.17,3,09
580.4668,4,1A
552.8009999999999,5,1B
552.2643,6,1B
325.6,7,1E
443.73,8,07
475.23,5,1A
474.88,6,1B
497.28,7,1C
746.0599,5,07
764.7853,6,06
795.7154,7,05
464.5815,1,12
464.5815,2,12
493.5451,4,03
498.417,5,02
558.86017,6,04
615.5383,6,01
631.0604,7,1A
656.502,8,1B
256.9644,7,1F
303.3247,7,1G
303.0405,7,1H
449.08,7,1F
490.36,8,1G
474.76,7,1H
223.0259,13,1A
232.265,14,1B
241.22847000000002,15,1C
378.08,8,1C
387.43,9,1D
382.97,7,1E
385.5805,7,1F
419.7353,7,1G
436.36804000000006,7,1H
271.52,7,1F
282.5,7,1G
297.13,8,1H
865.9107,5,09
909.0059,6,11
1037.2526,7,13
295.11,7,1C
306.89,8,1D
314.62,9,1E
401.7103,7,1E
417.9637,8,1F
428.12573,7,1G
335.75,8,1F
371.52,9,1G
380.87,10,1H
596.7202,9,1C
620.3072,7,1D
635.1297,6,1E
542.3259,3,01
556.1485,4,1A
569.4074,5,1B
266.9,2,1B
276.4,3,1C
282.09,4,1D
313.7895,6,1D
325.171,7,1E
337.03867,8,1F
329.02,14,1A
328.84,15,1B
335.75,7,1C
332.48400000000004,8,1A
345.4929,9,1B
363.0312,10,1C
778.9272,7,10
856.96,7,12
874.02234,7,11
397.2504,9,1F
413.5038,10,1G
433.4045,7,1H
401.18,3,01
411.34,4,1A
421.51,5,1B
349.39,1,1F
359.55,2,1G
367.27,3,1H
312.58,17,1D
312.18,18,1E
318.68,19,1F
351.44,1,1A
363.64,2,1B
371.36,3,1C
405.08,3,1F
421.34,4,1G
421.34,5,1H
435.4428,15,02
446.0312,16,01
463.45132,17,1A
380.1627,8,04
430.5709,9,03
446.3802,10,02
493.38,6,01
518.11,7,03
537.22,8,02
574.29,2,1A
574.29,3,1A
292.09,12,1D
321.36,13,1C
337.62,14,1D
706.0444,3,10
734.493,4,09
769.5068,5,08
379.6,3,1D
381.23,4,1E
399.12,5,1F
595.89,1,10
594.67,2,09
622.72,3,08
613.6,3,1B
638.11,4,1C
678.07,5,1B
336.3671,7,1D
350.2,8,1E
364.46152,9,1F
635.44,4,02
598.07,5,01
626.94,6,1A
654.62,1,13
651.85,2,12
663.64,3,11
255.89,5,1F
266.06,6,1G
279.88,7,1H
1027.04,8,06
1027.04,9,06
635.83,6,02
623.83,7,01
647.01,6,1A
419.9928,1,03
403.7497,2,02
417.99008,3,01
404.6355,2,06
414.4102,3,05
435.13324000000006,4,04
424.566,7,01
441.6434,7,1A
459.08835,7,1B
541.6255,7,07
555.4481,7,06
577.66003,8,05
265.8327,6,1F
272.3217,7,1G
285.8665,8,1H
469.88,3,1F
471.51,4,1G
489.39,5,1H
418.9,3,1F
435.57,4,1G
453.86,5,1H
311.6,3,1F
349.01,4,1G
363.64,5,1H
255.7,3,01
265.9,4,1A
265.9,5,1A
512.1,9,1F
532.6,7,1G
552.65,7,1H
270.71,3,1F
287.38,4,1G
298.36,5,1H
350.2,3,1D
364.02,4,1E
379.47,5,1F
504.18,9,1C
516.78,10,1D
538.32,7,1E
296.65,9,1F
311.27,10,1G
324.28,7,1H
505.8,8,1A
526.13,9,1B
548.08,7,1C
375.89,6,1D
385.16,7,1E
385.13,7,1F
480.4229,7,05
497.4797,8,04
515.78625,7,03
495.7081,8,1E
515.1957,9,1F
536.6441,7,1G
288.194,7,1E
299.5755,8,1F
313.91702000000004,9,1G
636.9314,6,08
653.1848,7,07
789.8192,8,09
265.92,19,1F
260.95,20,1G
273.56,7,1H
293.07,11,02
293.07,12,01
308.11,13,1A
334.51,7,1E
346.32,8,1F
362.99,9,1G
393.46,8,01
408.9203,9,1A
419.07052999999996,10,1B
391.0189,11,1F
406.4689,7,1G
415.8189,6,1H
335.2341,7,1A
330.3622,8,1B
337.36795,9,1C
472.77,7,02
477.31,8,01
487.43,6,1A
358.39,6,1F
383.5,7,1G
402.93,8,1H
359.33,11,1E
373.56,7,1F
389.41,7,1G
272.0,7,1F
304.53,7,1G
319.98,7,1H
236.97,7,1F
246.32,7,1G
246.32,7,1G
363.4,7,1F
401.51,7,1G
421.33,7,1H
400.7936,4,04
417.04699999999997,5,03
503.53085,6,05
303.23,10,1C
312.99,11,1D
324.78,6,1E
889.6110000000001,6,10
925.3829,7,09
960.21136,8,08
325.43,9,1F
374.19,10,1G
383.53,11,1H
549.81,8,02
563.71,9,01
577.62,10,1A
530.3058,7,07
530.2234,8,06
540.9453,9,05
866.6419999999999,2,12
901.5899,3,11
895.8474,4,10
499.9826,7,03
520.3045,7,02
612.3785,8,04
473.1202,7,1C
491.8353,7,1D
491.3578,8,1E
313.91,13,1C
326.61,14,1D
326.69,15,1E
335.13,11,1C
346.97,12,1D
354.29,13,1E
259.33,25,1F
290.63,26,1G
297.95,27,1H
280.37,19,03
269.09,20,02
274.78,21,01
369.92,6,1A
373.97,7,1B
381.69,6,1C
925.2696,8,12
934.21,9,11
939.796,6,10
245.53,11,1D
275.19,12,1E
280.87,6,1F
880.4749,4,10
842.2413,5,09
859.3076,6,08
503.6597,6,02
523.9919,7,01
536.47943,8,1A
535.7442,7,1D
556.8798,8,1E
570.1586,9,1F
450.67,7,1F
468.56,8,1G
480.35,7,1H
521.9834,7,1F
568.3231,8,1G
588.0735,7,1H
707.2804,4,10
707.2804,5,09
724.46747,6,08
552.183,6,1B
534.3125,7,1C
545.15393,8,1D
364.723,7,1B
379.349,7,1C
420.39795,7,1B
394.38699999999994,2,03
404.5428,3,02
414.38858,4,01
589.3042,7,1B
648.0142,8,1A
647.5291,7,1B
265.72,6,1F
276.29,7,1G
283.2,8,1H
308.9897,11,1F
346.389,12,1G
347.6888,13,1H
1027.1881,1,13
1019.0511,2,12
1025.3882,3,11
416.5114,2,1C
462.8511,3,1D
462.40173,4,1E
283.91,10,1E
295.19,11,1F
302.4,12,1G
515.4017,2,1C
535.6618,3,1D
548.88916,4,1E
384.6844,6,01
394.0265,7,1A
403.5944,6,1B
482.07,4,1B
494.27,5,1C
494.3,6,1D
272.45,10,1E
293.12,11,1D
304.07,6,1E
1015.5285,1,13
1048.849,2,12
1055.9495,3,11
510.12,6,06
525.57,7,05
545.49,6,04
168.48,6,01
202.02,7,1F
238.49,7,1G
248.15,8,1H
338.66,11,1E
352.37,12,1F
352.23,13,1G
665.9259,4,10
643.9869,5,09
648.23914,6,08
519.5835,1,02
517.9561,2,01
590.5740000000001,3,03
442.3438,6,06
485.4287,7,05
507.6983,6,04
314.2015,18,1F
321.1643,19,1G
332.86093,20,1H
454.0858,8,01
465.6527,9,1A
482.73477,7,1B
422.2897,6,03
411.7219,7,02
426.77774000000005,3,01
1067.0182,1,13
1036.9319,2,12
1043.2517,3,11
427.24,9,1D
472.37,10,1E
494.72,6,1F
514.7013,6,03
514.691,7,02
532.8677,3,01
598.3682,12,06
619.0403,3,08
564.6254,5,05
587.3884,6,04
616.8649,7,03
350.8798,4,1E
393.1613,5,1F
407.41196,6,1G
318.7438,4,01
322.8226,5,1A
328.9816,6,1B
572.0208,4,03
665.5345,5,05
758.2907,6,07
439.13,1,02
438.03,2,01
454.29,3,1A
619.4832,6,05
762.5708,7,07
921.0065,8,09
437.79,7,04
408.93,8,03
428.44,6,02
284.94,5,1C
276.81,6,1D
290.23,7,1E
125.59,32,1F
185.75,33,1G
204.05,34,1F
332.92,7,1F
335.35,8,1G
351.61,6,1H
1392.6425,1,13
1335.7452,2,12
1358.8253,3,11
316.2306,6,04
313.7895,7,03
328.93015,6,02
216.1455,10,1F
218.56599999999997,11,1G
228.91135,6,1H
289.38,6,1D
292.63,7,1E
306.86,6,1F
701.5742,4,10
654.4414,5,09
665.9997,6,08
471.0087,5,02
438.4401,6,01
459.12952,6,1A
549.5668,6,03
514.5983,7,02
538.48596,6,01
569.7,11,01
546.06,12,1A
566.79,13,1B
348.13,1,1F
360.46,2,1G
374.28,3,1H
475.72,11,05
494.83,12,04
515.56,13,03
314.8813,9,1F
336.8512,10,1G
349.52042,7,1H
564.3885,8,04
564.3885,9,03
584.9556,10,02
726.74,7,07
723.15,8,06
750.79,9,05
892.8864,16,08
879.8672,17,07
912.3114,18,06
340.9,1,1A
380.33,2,1B
380.33,3,1C
520.96,10,1E
562.02,7,1F
585.6,8,1G
270.46,11,1F
311.11,12,1G
311.11,13,1G
870.4942,6,07
892.4435,7,06
927.30396,7,05
726.2015,9,05
697.7426,10,04
723.86035,11,03
416.1097,11,1B
432.3631,12,1C
449.80675999999994,13,1D
394.94,3,1A
389.01,4,1B
403.23,5,1C
313.1097,6,1C
348.037,7,1D
362.33148,7,1E
669.5721,2,12
686.6495,3,11
693.2682,4,10
872.1113,5,08
894.0606,6,07
928.92975,7,06
442.79,5,1D
510.68,6,1C
531.82,7,1D
566.3455,6,08
580.1578,7,07
579.59454,8,07
471.63,7,04
465.62,8,03
531.03,6,05
364.62,7,1E
384.1385,8,1F
403.25482,7,1G
430.22,10,1A
430.22,11,1A
420.51,18,1C
437.35,19,1D
437.35,7,1D
582.877,8,05
597.5236,7,04
627.00055,8,03
362.0862,7,1D
401.2983,8,1E
417.3624,7,1F
406.48,3,02
445.51,4,01
462.58,5,1A
721.1030000000001,4,08
692.6441,5,07
717.9642,6,06
533.7,8,04
522.31,9,03
542.23,10,02
388.41,6,1A
383.94,7,1B
398.57,6,1C
242.32,7,1F
278.5,8,1G
289.89,7,1H
787.3423,10,13
819.0148,11,12
827.1925,12,11
428.67,5,1E
462.0,6,1F
501.84,7,1E
845.8257,5,08
879.9908,6,07
914.8530000000001,7,06
426.8526,4,1B
460.1628,5,1C
483.30072,6,1D
521.85,2,03
534.86,3,02
640.15,4,04
699.1022,3,08
726.7371,4,07
756.0886,5,06
657.8198,2,03
674.3616,3,02
701.5722,4,01
450.39,10,1F
482.91,11,1G
501.2,7,1H
351.44,9,1B
386.4,10,1A
402.66,11,1B
305.51,12,1B
317.7,13,1C
331.12,14,1D
400.4949,8,1F
416.73800000000006,9,1G
434.22772000000003,10,1H
400.5361,7,1F
416.9543,8,1G
433.78525,7,1H
521.0976,6,08
483.48199999999997,7,07
493.34375,8,06
580.92,7,05
582.5268,8,04
609.56934,9,03
406.9221,6,1F
416.4908,7,1G
431.30535999999995,6,1H
457.3303,2,1B
489.0234,3,1C
506.41205,4,1D
568.9205,4,01
558.26,5,1A
578.0613400000001,6,1B
932.8195,2,13
970.4454,3,12
990.04205,4,11
507.8106,11,1B
528.1428,12,1C
554.4252,13,1D
297.91,3,09
347.89,4,08
365.78,5,07
88.27,7,1F
148.09,8,1G
153.67,9,1H
300.0493,8,1F
335.9654,9,1G
343.83005,7,1H
660.0652,2,12
659.2309,3,11
652.9107700000001,4,10
327.87,2,1E
342.0,3,1F
349.32,4,1G
326.4,6,1D
336.65,7,1E
343.69,8,1F
566.706,12,03
557.7656,13,02
568.59454,6,01
298.7927,6,1F
311.781,7,1G
317.9507,6,1H
275.3293,6,1F
296.6915,7,1G
307.51666,7,1H
530.88,7,01
544.3,8,1A
571.94,9,1B
420.17,19,1C
420.44,20,1D
435.89,7,1E
311.4308,10,1E
323.626,11,1F
323.3118,12,1G
434.9278,2,03
419.4778,3,02
435.31845,4,01
386.56,2,1F
410.15,3,1G
425.59,4,1H
338.2623,2,1E
350.4472,3,1F
363.11352999999997,4,1G
947.7,2,03
906.71,3,02
906.71,4,02
675.2783,2,04
683.405,3,03
708.7341,4,02
545.89,2,1D
552.0,3,1E
573.13,4,1F
402.4828,8,1D
412.2472,9,1E
428.8872,7,1F
898.76,1,13
892.66,2,12
900.0,3,11
271.508,1,1A
326.8087,2,1B
338.67477,3,1C
352.8059,2,1B
366.6388,3,1C
381.69727,4,1D
461.7387,8,1F
473.1202,9,1G
492.1604,10,1H
436.97,2,1A
454.46,3,1B
473.56,4,1C
221.12,2,1B
230.07,3,1C
239.82,4,1D
312.99,2,1A
330.87,3,1B
323.98,4,1C
283.72,2,1B
295.11,3,1C
286.17,4,1D
387.9495,2,1B
413.9467,3,1C
407.12384,4,1D
493.4627,7,02
493.4627,7,01
513.2857700000001,7,1A
293.04,8,1F
304.84,9,1G
317.43,10,1H
416.4187,9,1D
462.7687,7,1E
480.99575999999996,7,1F
386.7856,6,03
374.5698,7,02
388.00504,6,01
461.4606,6,1D
507.8106,7,1E
507.31757000000005,8,1E
322.51,7,1E
367.6,8,1F
375.32,9,1G
1085.5479,2,12
1127.0157,3,11
1120.2208,4,10
267.6043,7,1F
281.2415,7,1G
292.1228,7,1H
390.2258,11,1C
426.0183,7,1D
425.64584,8,1E
362.1274,8,1A
376.774,9,1B
386.14255,7,1C
399.2074,11,01
386.7753,12,1A
434.18655,13,01
360.9532,12,02
375.5895,13,01
390.63928,7,1A
488.5908,13,03
488.5908,14,02
506.7928,6,01
461.7387,7,07
461.7387,8,06
480.80026,7,05
412.35,2,01
401.78,3,1A
420.47,4,1B
693.4269,3,11
717.7761,4,10
747.95953,5,09
400.12,7,1F
414.0,8,1G
414.0,9,1G
439.77,1,1A
447.5,2,1B
464.16,3,1C
514.46,6,06
482.74,7,05
505.51,7,04
802.4730000000001,6,06
774.0038,7,05
808.97925,6,04
1519.8474,1,12
1501.9563,2,11
1525.6982,3,10
445.7119,5,1D
463.3867,6,1E
486.2951,7,1F
555.3451,1,05
564.2855,2,04
679.068,3,09
260.7342,5,1F
268.1399,6,1G
280.98904,7,1H
185.97,6,1F
238.51,7,1E
249.89,6,1F
596.39,1,12
605.67,2,11
616.65,3,10
304.46,19,1E
305.42,20,1F
320.06,21,1G
306.6825,6,1F
319.6914,7,1G
334.82632,7,1H
198.31,5,1F
204.46,6,1G
214.21,7,1H
260.71,1,1F
269.5,2,1G
282.5,3,1H
207.01,6,1C
214.46,7,1D
224.62,7,1E
271.0,6,1F
268.62,7,1G
281.57,6,1H
619.4832,1,13
635.7469,2,12
646.5001,3,11
248.5,1,1A
255.11,2,1B
267.3,3,1C
290.12,6,1C
284.27,7,1D
298.08,6,1E
254.26,6,1E
266.38,7,1F
278.98,7,1G
179.13,15,1F
183.72,16,1G
192.66,17,1H
436.23,4,05
446.32,5,04
467.87,6,03
444.58,1,06
430.07,2,05
450.79,3,04
537.58,1,08
571.52,2,10
598.76,3,09
320.81,6,1D
336.56,7,1C
336.56,7,1C
634.34,5,12
630.87,6,11
642.26,7,10
308.9176,5,1F
370.69699999999995,6,1G
384.15656,7,1H
335.52,7,1F
359.93,8,1G
373.75,7,1H
267.5219,6,1F
299.2253,7,1G
336.2978,6,1F
465.01,1,08
479.25,2,07
547.13,3,09
307.7,14,1F
344.66,7,1G
359.28,8,1H
357.58,8,01
366.68,9,1A
381.89,10,1B
295.03,9,1C
306.9,10,1D
319.6,11,1E
258.31,7,1E
286.3,8,1F
297.27,9,1G
307.3623,11,1F
317.9198,12,1G
329.80478,6,1H
760.3254,1,13
826.1836,2,12
831.88477,3,11
571.0432,7,06
570.5556,8,05
594.14136,7,04
607.4219,6,1C
631.3797,7,1D
657.1194,7,1E
276.51,6,1F
320.46,7,1G
332.65,8,1H
421.89,10,02
431.52,11,01
447.79,12,1A
583.41,7,04
587.52,8,03
609.72,9,02
414.6471,7,1B
420.3121,8,1C
436.14165999999994,9,1D
489.46,8,10
497.79,9,09
568.52,10,11
449.6465,13,03
461.028,14,02
480.07995999999997,15,01
449.51,6,05
456.08,7,04
473.56,7,03
412.5,9,1A
409.94,10,1B
425.39,6,1C
278.9034,10,1F
297.6185,11,1G
308.6897,12,1H
256.92,8,1C
271.23,9,1D
282.65,10,1E
612.83,9,02
581.97,10,01
604.2,6,1A
294.31,2,1B
301.46,3,1C
314.31,4,1D
302.96,6,1D
310.42,7,1E
322.37,6,1F
636.9314,1,13
647.5095,2,12
651.7274,3,11
322.89,6,1B
338.96,7,1A
351.98,7,1B
281.26,17,1F
357.83,18,1E
371.25,6,1F
518.53,6,05
519.31,7,04
539.22,6,03
282.64,14,1D
290.85,15,1E
301.83,7,1F
641.4,7,06
618.05,8,05
641.62,9,04
400.89,6,1A
392.87,7,1B
407.91,7,1C
288.8,6,1F
296.13,7,1G
307.51,8,1H
296.7,14,1F
300.09,15,1G
311.32,16,1H
330.53,6,1F
339.62,7,1G
352.63,7,1H
317.58,10,1E
374.55,11,1F
388.83,12,1G
451.41,5,05
438.56,6,04
459.3,7,03
435.6076,6,1F
448.4826,7,1G
468.7095,8,1H
115.0,21,1F
135.73,22,1G
142.23,23,1H
470.94,10,1D
489.63,7,1E
489.63,8,1F
263.55,9,1E
264.58,10,1F
277.19,7,1G
960.2278,4,10
925.2696,5,09
960.0879,6,08
591.4466,1,13
580.1578,2,12
589.8228,3,11
646.7267,2,12
663.8041,3,11
674.5301,4,10
410.97,8,05
397.9508,9,04
416.24078,10,03
500.4873,8,07
520.7989,9,06
539.79285,10,05
287.8438,6,1F
321.1849,7,1G
333.05643,8,1H
378.11300000000006,4,1C
393.56300000000005,5,1D
434.59814000000006,6,1C
449.43,6,1E
467.51,7,1F
484.86,7,1G
533.8284,3,1B
545.2099,4,1C
564.9725,5,1D
249.23,3,1B
257.95,4,1C
267.3,5,1D
353.3312,4,1E
362.2613,5,1F
376.55225,6,1G
508.9848,7,02
504.1232,8,01
522.3204,9,1A
357.66,6,1C
379.9,7,1D
394.13,6,1E
348.5726,12,05
351.23,13,04
363.88527999999997,6,03
437.21,3,11
445.51,4,10
462.18,5,09
235.4477,6,1D
323.2449,7,1C
335.12473,6,1D
290.57,7,02
300.23,8,01
357.95,9,06
167.27,3,1F
227.49,4,1G
236.02,5,1H
415.71,6,01
406.08,7,1A
425.19,6,1B
639.9699,7,07
656.1615,8,06
688.8126,7,05
254.82,8,1F
289.28,9,1G
303.03,10,1H
235.149,9,1F
277.4305,7,1G
290.94973999999996,8,1H
1745.0673,4,17
406.21,7,1E
450.11,7,1F
472.87,7,1G
352.7441,8,1D
379.5447,9,1E
392.9751,6,1F
297.95,13,1F
343.07,14,1G
360.55,7,1H
323.6878,3,1B
335.1002,4,1C
334.77487,5,1C
250.79,7,1F
260.95,8,1G
274.37,9,1H
630.7308,2,11
646.1911,3,10
678.8416,4,09
307.8155,2,1F
319.9901,3,1G
332.686,4,1H
527.2982,2,01
548.4441,3,1A
570.6525,4,1B
765.69,7,06
784.99,7,05
769.0,7,04
681.41,6,1D
696.46,7,1E
722.87,6,1F
368.7915,1,02
381.7798,2,01
396.04152999999997,3,1A
682.73,8,07
667.91,9,06
681.8,10,05
415.6462,10,1E
436.9878,11,1F
452.9864,12,1G
606.97,11,04
573.11,12,03
585.16,13,02
383.8398,1,13
397.0959,2,12
393.15002000000004,3,11
516.1433,1,07
522.622,2,06
533.49536,3,05
384.93,10,1F
395.11,11,1G
403.23,12,1H
349.92,10,1F
364.04,11,1G
373.13,12,1H
353.1046,7,1B
367.1229,8,1C
376.21268,7,1D
876.8081,1,13
907.3682,2,12
898.59485,3,11
351.16,9,1F
355.67,10,1G
362.99,11,1H
505.31,7,04
505.11,8,03
523.8,9,02
375.2702,12,01
351.4257,13,1A
358.25665,14,1B
895.5,4,11
906.08,5,10
1017.46,6,12
775.91,9,06
795.42,10,05
815.34,11,04
806.9638,1,12
835.4021,2,11
827.3057,3,10
352.24,13,1C
357.95,14,1D
365.27,15,1E
563.69,7,04
577.79,8,03
592.17,9,02
366.94,19,1B
379.98,20,1C
388.1,21,1D
631.12,6,1F
611.43,7,1G
631.23,8,1H
839.98,1,12
869.28,2,11
1020.65,3,16
937.3721,7,10
940.6269,8,09
974.6379400000001,9,08
517.987,4,05
517.987,5,05
325.6757,1,1B
356.586,2,1C
373.30062999999996,3,1D
779.9263,1,13
742.4858,2,12
754.7715,3,11
324.31,6,1D
330.94,7,1E
343.19,7,1F
1011.6557,1,13
1022.2235,2,12
1028.5472,3,11
421.5069,8,1E
432.1056,7,1F
449.61127,7,1G
521.86,7,03
534.74,8,02
556.55,7,01
393.29,6,1F
388.81,7,1G
423.16,7,1F
481.75,7,05
469.56,8,04
487.03,7,03
320.87,6,1F
332.09,7,1G
344.29,7,1H
408.3023,7,1E
424.5454,8,1F
424.1332,6,1G
447.6483,6,07
454.9613,7,06
518.68805,8,08
454.31,6,03
450.39,7,02
467.05,6,01
406.32,14,1F
422.58,15,1G
418.12,7,1H
308.52,6,02
320.71,7,01
320.72,7,1A
262.8354,10,1B
302.8921,11,1C
314.7711,12,1D
1023.0269,1,14
1001.6132,2,13
1017.9588,3,12
444.23,5,1E
489.36,6,1F
514.16,7,1G
377.22,4,02
477.5389,3,03
391.4,7,1D
407.3959,8,1E
423.79364000000004,7,1F
446.2887,10,1A
425.2664,11,1B
444.47655999999995,12,1C
350.8695,9,1F
402.3798,7,1G
422.6103,8,1H
345.06,6,1D
371.96,7,1E
389.43,8,1F
461.85,1,05
521.52,2,04
545.91,3,03
313.05,7,1B
351.88,8,1C
368.55,9,1D
481.6692,8,1C
530.0071,9,1B
556.0819,10,1C
135.754,11,1F
160.1444,12,1G
168.09743999999998,13,1H
390.6481,1,02
432.4764,2,01
452.1529,3,1A
653.7204,7,01
669.9841,8,1A
669.3336,9,1A
660.3639,1,04
676.6276,2,03
707.65356,3,02
338.3138,7,1D
360.0983,8,1E
367.40445,9,1F
369.6464,4,02
400.1447,5,1A
460.22025,6,01
445.68,9,06
564.31,6,03
390.6172,8,03
390.6172,9,03
228.2892,7,1E
252.07,7,1F
297.52,8,1G
309.62,9,1H
444.8879,12,1D
466.8269,13,1C
507.82178,14,1B
397.3019,5,1E
403.0184,6,1F
417.30066,7,1G
403.1626,6,1E
416.4908,7,1F
431.81985,6,1G
483.52,12,1A
477.35,13,1B
494.83,14,1C
377.4538,3,1A
389.9168,4,1B
403.65612999999996,5,1C
1372.6913,4,13
1373.0621,5,12
1352.4147,6,11
532.7057,8,12
545.9206,9,11
556.95654,10,10
456.06,3,1D
467.51,4,1E
484.74,5,1F
553.3778,4,10
553.3778,5,10
684.4,1,13
683.72,2,12
688.6,3,11
337.6443,4,1D
333.8436,5,1E
345.50732,6,1F
437.3689,4,1E
436.5346,5,1F
452.3587,6,1G
270.95,7,1D
278.68,8,1E
289.25,7,1F
429.6645,4,1D
446.7213,5,1E
464.98453,6,1F
539.0093,6,06
552.8009999999999,7,05
546.6151,8,04
229.74,11,1D
230.28,12,1E
235.16,13,1F
370.3983,11,1F
382.6038,12,1G
416.3334,6,1F
282.91,7,1F
317.05,8,1G
330.07,9,1H
329.2498,6,1E
372.3244,7,1F
387.39792,7,1G
368.11,8,01
377.46,7,1A
392.91,7,1B
391.29,7,02
402.23,8,01
417.27,6,1A
462.82,9,1A
459.87,10,1B
469.62,6,1C
671.8793,1,11
668.6245,2,10
662.3055400000001,3,09
496.8,1,08
512.96,2,07
523.53,3,06
247.55,5,1D
267.03,6,1E
272.73,7,1F
380.4717,7,06
390.2258,8,05
408.5233,9,04
370.3983,4,1D
