premio_effet_anno_incorso,eta_polizza,bonus_malus
379.349,5,1E
398.48026,6,1F
418.52,8,1F
435.19,9,1G
455.11,7,1H
332.48400000000004,2,1D
345.4929,3,1E
379.2791,4,1D
374.4668,1,01
383.4072,2,1A
400.9087,3,1B
183.06,2,1D
187.7,3,1E
196.64,4,1F
343.5874,1,1A
357.3997,2,1B
374.92645,3,1C
272.5174,10,1F
296.9284,7,1G
308.8029,8,1H
401.5867,4,1B
417.871,5,1C
438.58038,6,1D
519.5629,2,08
532.5615,3,07
559.6628,4,06
324.3676,6,1F
371.5004,7,1G
384.9489,7,1H
518.11,6,04
538.84,7,03
560.79,7,02
384.92,6,1E
427.46,7,1F
443.32,6,1G
822.7228,8,09
838.1934,9,08
873.0962,10,07
385.14,6,06
385.53,7,05
403.83,6,04
389.44300000000004,7,1B
427.9856,8,1A
438.4569,7,1B
139.79,12,1F
165.0,13,1G
169.06,14,1H
412.99,6,1F
473.97,7,1E
485.75,7,1F
506.37,7,1F
526.7,8,1G
546.62,9,1H
345.67,6,1F
357.6,7,1G
374.55,6,1H
711.23,6,05
692.13,7,04
706.76,8,03
318.82,6,1E
346.91,7,1F
361.16,6,1G
413.1742,3,1C
417.25300000000004,4,1D
432.2726,5,1E
440.13,6,1E
458.01,7,1F
479.56,7,1G
759.64,8,08
698.65,7,07
731.51,8,06
416.65,7,1E
433.32,7,1F
444.29,8,1G
332.0926,6,1F
381.5841,7,1G
390.69073,8,1H
302.1093,7,1F
311.8634,8,1G
318.08447,9,1H
834.3412,2,08
868.1252,3,07
903.43115,4,06
313.48,2,1F
347.67,3,1G
362.27,4,1H
427.6045,7,02
431.6627,8,01
447.5121,7,1A
416.22,5,1E
463.37,6,1F
480.85,6,1G
356.08,7,1E
370.31,8,1F
385.75,9,1G
536.5476,10,1A
557.6832,11,1B
578.26715,7,1C
357.02,2,1C
407.14,3,1D
423.73,4,1E
570.414,16,1A
557.4051,17,1B
582.9388,4,1C
347.91,8,1F
375.05,9,1G
392.5,10,1H
486.74,15,1E
506.25,16,1F
531.86,17,1G
550.0,12,02
527.22,13,01
546.73,7,1A
1004.1469999999999,4,10
984.6285,5,09
1019.38916,6,08
1139.2830000000001,2,07
1116.9731,3,06
1152.2433,4,05
276.7198,13,1E
326.30400000000003,14,1F
341.4222,15,1G
312.5226,14,1F
374.5698,15,1G
388.19025,16,1H
505.4725,7,1C
511.9924,8,1D
562.6366,7,1C
519.4908,4,04
546.3017,5,03
566.09406,6,02
600.7887,1,05
603.1989,2,04
631.0445599999999,3,03
1100.9464,1,13
1104.0879,2,12
1121.7849,3,11
830.2418,4,12
825.3699,5,11
838.37775,6,10
1276.3864,1,13
1308.924,2,12
1329.5709,3,11
452.83,12,01
452.01,13,1A
473.15,14,1B
478.2187,6,1A
484.7386,7,1B
507.00888,8,1C
482.16,6,1E
496.39,7,1F
519.56,7,1G
352.4454,6,1F
414.2248,7,1G
433.3222,8,1H
417.9431,4,1B
418.7671,5,1C
437.8395,6,1D
1076.4941,5,12
1078.307,6,11
1085.0908,7,10
551.0191,2,1F
572.9066,3,1G
578.7816,4,1H
953.5637,2,06
977.1198,3,05
976.17114,4,05
473.83,9,1B
492.94,10,1C
513.27,7,1D
451.9949,2,01
469.8757,3,1A
469.41953,4,1B
732.0416,7,08
749.9327,8,07
749.2046,9,06
336.5422,7,1C
344.6895,8,1D
358.97693,7,1E
342.64,9,01
351.18,10,1A
365.81,7,1B
413.7819,6,1F
421.1052,7,1G
436.94427,8,1H
542.707,4,05
535.8678,5,04
555.7526,6,03
385.35,9,03
386.16,10,02
400.79,11,01
807.2831,4,12
835.7523,5,11
841.4236,6,10
714.9127,4,10
681.5819,5,09
706.89215,6,08
317.4357,6,1D
379.2048,7,1E
393.46902,7,1F
409.2808,6,1F
417.4281,7,1G
433.26044,8,1H
665.9877,1,13
639.9905,2,12
644.226,3,11
437.22,7,1A
435.6,8,1B
452.27,9,1C
765.8256,1,13
784.5304,2,12
790.2617,3,11
339.82,6,1F
367.05,7,1G
380.87,8,1H
773.5815,3,11
766.2582,4,10
794.779,5,09
599.1613,3,10
596.7202,4,09
618.8818,5,08
365.03,3,1F
379.66,4,1G
395.51,5,1H
397.54,3,1D
406.48,4,1E
421.93,5,1F
303.64,3,1F
328.84,4,1G
341.44,5,1H
296.7224,1,1B
299.1738,2,1C
310.2435,3,1D
348.41,3,1F
387.12,4,1G
401.81,5,1H
402.83,1,1A
469.5,2,01
487.38,3,1A
414.21,1,1B
428.84,2,1C
445.11,3,1D
613.07,3,06
598.79,4,05
621.56,5,04
271.8273,1,02
272.6204,2,01
282.74863,3,1A
343.0415,3,1A
347.1203,4,1B
359.78986000000003,5,1C
498.9938,1,02
492.4636,2,01
510.6824,3,1A
343.07,12,1D
354.05,13,1E
367.46,14,1F
402.42,1,1D
419.5,2,1E
435.35,3,1F
367.5349,3,1E
370.7897,4,1F
384.2389,5,1G
379.12,0,07
383.72,1,06
402.28,2,05
299.1738,0,05
289.3991,1,04
302.91702000000004,2,03
306.32,0,1A
317.03,1,1B
332.15,2,1C
486.19,0,10
497.56,1,09
506.5,2,08
366.165,1,1B
380.7189,2,1C
395.71225,3,1D
493.8232,1,03
542.3877,2,01
547.5206,3,1A
388.46,1,1B
404.0,2,1C
403.83,3,1D
343.8655,7,01
336.5422,8,1A
348.39883,9,1B
402.4004,13,1F
430.8696,14,1G
450.74316,15,1H
623.9019,7,01
639.5682,8,1A
671.6592,9,1B
456.9492,9,1F
488.6732,10,1G
508.49062999999995,11,1H
570.414,11,06
650.8879,12,08
742.05304,13,10
306.73,5,1E
351.85,6,1F
368.52,6,1G
303.04,6,1F
358.33,7,1G
375.0,6,1H
627.62,15,07
606.48,16,06
634.94,7,05
379.04,0,03
451.92,1,02
469.23,2,01
635.7057,11,03
615.3838,12,02
638.35046,13,01
538.5355,6,01
520.6753,7,1A
539.6385,8,1B
1028.4241,1,13
1018.67,2,12
1025.81,3,11
312.1312,8,1A
320.2476,9,1B
333.73557,6,1C
428.4285,7,1F
454.4463,8,1G
472.66085999999996,9,1H
319.09,6,1D
330.07,7,1E
336.97,7,1F
626.0,1,07
643.07,2,06
722.34,3,08
819.9,7,13
848.36,8,12
840.63,9,11
571.97,1,02
580.01,2,01
607.18,3,1A
515.82,6,1B
518.66,7,1C
537.77,6,1D
501.7851,4,01
514.2172,5,1A
534.52435,6,1B
1344.5826,1,12
973.1234,1,12
973.1234,2,11
988.4368,3,10
983.7015,1,13
946.3125,2,12
1089.1656,3,14
418.0667,4,06
418.0667,5,05
437.16037,6,04
667.1619,1,05
693.9934,2,04
725.79486,3,03
526.0622,6,01
539.0711,7,1A
566.1558,7,1B
717.8585,5,09
687.9885,7,03
705.5912,8,02
734.26355,9,01
774.7763,2,08
735.7496,3,07
762.6434,4,06
389.1649,10,02
398.61,11,01
414.96484,12,1A
413.7819,2,1B
430.0559,3,1C
429.63837,4,1D
363.0853,4,1F
400.4949,5,1G
417.1669,6,1H
372.27,3,1F
407.64,4,1G
424.69,5,1H
420.22,6,02
412.69,7,01
428.23,7,1A
297.2477,15,02
294.8066,16,01
308.31927,17,1A
231.93,25,01
232.34,26,1A
243.32,7,1B
441.81,7,1C
459.29,8,1D
483.27,6,1E
407.82,6,1D
404.56,7,1E
423.67,8,1F
540.3895,6,01
522.5087,7,1A
546.34753,6,1B
415.5638,4,1D
432.3219,5,1E
453.94336,6,1F
417.8813,6,1C
443.0854,7,1D
463.7703,8,1E
480.0109,6,1B
480.0109,7,1C
497.4289,8,1D
627.13,5,05
652.12,6,04
679.04,7,03
551.1942,6,1E
573.1229,7,1F
596.1408700000001,8,1G
508.11,6,1F
528.44,7,1G
548.36,8,1H
421.9086,7,01
448.7401,7,1A
471.04532,7,1B
476.3132,4,04
459.2461,5,03
475.64495999999997,6,02
422.506,4,04
427.1925,5,03
442.14072000000004,6,02
1012.1398,1,13
1012.1398,2,12
1028.2283,3,11
418.23,6,1F
428.8,7,1G
446.28,6,1H
521.12,1,10
534.13,2,09
559.33,3,08
425.65,1,08
424.03,2,07
440.31,3,06
661.0025,4,1F
687.2469,5,1G
707.0979,6,1H
437.11,3,08
452.58,4,07
469.85,5,06
313.4,12,1F
321.52,13,1G
333.72,14,1H
300.13,4,1A
307.83,5,1B
320.81,6,1C
1386.967,6,11
1318.6678,7,10
1353.1248,7,09
418.51,3,1F
463.53,4,1G
463.48,5,1H
366.35,17,1C
381.08,18,1D
397.04,19,1E
550.23,3,04
550.63,4,03
571.36,5,02
423.0519,12,1D
440.1087,13,1E
479.44195999999994,14,1D
602.4058,8,12
783.7064,9,14
789.4591,10,13
699.164,6,05
692.6441,7,04
717.16156,7,03
435.98,7,01
423.37,8,1A
483.13,6,01
389.3812,6,1B
397.4976,7,1C
411.74405,6,1D
243.0491,3,1F
278.82099999999997,4,1G
289.11813,5,1H
395.9114,6,1C
404.0278,7,1D
418.25763,7,1E
417.871,7,1A
426.8114,8,1B
441.81143,6,1C
1024.3658,1,13
1013.7878,2,12
1020.1094400000001,3,11
370.69699999999995,1,1B
383.7162,2,1C
397.14255,3,1D
393.48,12,05
388.6,13,04
402.83,14,03
333.59,4,1D
376.18,5,1E
390.16,6,1F
210.2436,22,1F
248.4669,23,1G
261.21164,24,1H
299.4004,11,1C
306.7031,7,1D
321.85062,7,1E
352.5278,10,03
387.4757,11,05
406.60934,12,04
442.73,10,04
453.94,11,03
477.22,12,02
355.11,7,1F
390.87,8,1G
386.41,9,1H
452.26,1,05
464.05,2,04
486.0,3,03
537.9,4,10
543.19,5,09
568.79,6,08
325.83,12,02
325.83,13,01
325.44,7,1A
356.6993,8,1B
365.2998,9,1C
383.2099,10,1D
562.99,2,12
552.83,3,11
562.18,4,10
256.32,9,1F
274.21,10,1G
288.03,7,1H
329.06,2,1B
329.47,3,1C
344.92,4,1D
435.4428,7,07
419.1791,8,06
438.28198,7,05
343.2269,13,1E
357.0598,14,1F
331.5335,15,1G
315.67,7,1F
326.65,8,1G
342.09,6,1H
338.6125,4,1D
348.3563,5,1E
364.26599999999996,6,1F
266.48,14,1F
372.99,15,1E
390.47,6,1F
293.32,9,01
290.87,10,1A
304.7,7,1B
390.7202,12,02
378.5456,13,01
396.04152999999997,14,1A
438.65,2,1B
456.14,3,1C
456.14,4,1D
530.38,3,11
575.51,4,10
599.08,5,09
289.63,11,1D
312.0,12,1E
292.48,7,1F
404.38,4,05
242.48,9,1F
302.65,10,1G
314.03,6,1H
1100.8125,1,13
602.241,6,04
626.6417,7,03
655.2672,7,02
252.9062,7,01
252.9062,8,1A
264.84402,6,1B
307.95,5,1D
310.0,6,1E
325.03,6,1F
245.91,5,1F
260.95,6,1G
273.56,6,1H
257.95,14,1A
266.89,15,1B
279.5,6,1C
393.46,1,11
393.46,2,10
411.76465,3,09
189.25,15,1F
195.75,16,1G
205.11,6,1H
250.23,15,1D
260.39,16,1E
260.39,17,1F
241.1127,6,1F
276.9155,7,1G
291.25845,7,1H
225.59,1,1B
229.25,2,1C
240.23,3,1D
284.2285,16,1C
324.0586,7,1D
340.79453,8,1E
333.30800000000005,6,09
334.1114,7,08
333.78702000000004,6,08
294.5491,5,1E
302.2123,6,1F
313.06296000000003,7,1G
364.75,6,1F
424.91,7,1G
440.76,6,1H
319.0013,8,1A
311.6574,9,1B
322.73557,10,1C
399.49,6,1F
444.61,7,1G
460.87,7,1H
275.16,10,1C
308.49,11,1D
308.49,12,1E
346.97,1,1F
355.31,2,1G
362.93,3,1H
373.3,11,1F
406.27,12,1G
414.94,6,1H
250.39,1,1B
259.33,2,1C
264.62,3,1D
373.44,13,1B
386.46,14,1C
394.58,7,1D
374.4359,6,1C
381.7798,7,1D
389.0649,6,1E
478.0,6,02
501.91,7,04
512.44,6,03
475.8497,6,1F
492.134,7,1G
502.20345999999995,7,1H
484.35,6,1B
492.07,7,1C
502.23,8,1D
327.39,6,1D
338.67,7,1E
345.94,6,1F
363.35,1,1A
374.32,2,1B
382.05,3,1C
611.6243,9,1C
628.7841,10,1D
641.1905,11,1E
253.61,8,1F
266.09,9,1G
271.67,6,1H
261.45,6,1F
321.51,7,1G
333.88,7,1H
1012.1604,2,12
972.32,3,11
979.5154,4,10
293.89,4,1D
304.86,5,1E
316.24,6,1F
789.41,1,13
754.05,2,12
760.15,3,11
537.38,6,06
537.38,7,05
557.7,6,04
577.2017,8,06
565.8202,9,05
487.29,6,04
471.03,7,03
488.92,6,02
404.46,6,1A
406.48,7,1B
421.93,6,1C
284.13,13,1F
326.81,14,1G
340.63,15,1H
469.5,10,1A
464.21,11,1B
481.69,7,1C
436.47,6,03
427.53,7,02
443.79,6,01
369.87,6,1A
364.69,7,1B
378.56,8,1C
715.4071,1,08
733.2982,2,07
760.2046,3,06
430.45,1,1A
447.51,2,1B
465.81,3,1C
282.6423,7,1F
293.6221,8,1G
308.56622000000004,7,1H
557.7,1,09
571.52,2,08
600.79,3,07
497.06,15,1E
516.81,16,1F
543.07,7,1G
428.31,13,1E
462.46,14,1F
484.0,6,1G
496.151,7,05
492.0619,8,04
514.3251,9,03
874.8202,6,07
840.686,7,06
871.5424,8,05
850.7388,1,13
823.9279,2,12
947.9971300000001,3,14
333.32,2,1A
327.22,3,1B
342.66,4,1C
635.7469,1,13
631.6578,2,12
641.61237,3,11
364.86,16,1C
373.8,17,1D
362.02,18,1E
367.92,6,1A
364.67,7,1B
381.75,7,1C
218.48,6,1E
238.81,7,1F
250.19,7,1G
285.59,7,1B
296.97,7,1C
312.01,8,1D
339.4983,8,1B
337.0881,9,1C
352.18555,6,1D
342.94,1,1B
347.82,2,1C
364.08,3,1D
258.93,8,1F
300.39,9,1G
330.07,6,1F
662.5681,7,04
662.5681,8,03
634.327,7,02
608.627,7,07
624.0667,7,06
655.1437400000001,7,05
431.879,13,1C
442.3232,7,1D
432.04623,8,1E
375.19,6,1C
378.44,7,1D
396.32,6,1E
589.9119,3,06
562.2667,4,05
587.73395,5,04
475.4789,2,1B
484.8725,3,1C
506.77222,4,1D
440.7679,6,1F
444.4656,7,1G
464.98453,6,1H
324.3676,1,1F
339.0039,2,1G
338.67477,3,1G
511.9512,4,03
504.9987,5,02
523.31854,6,01
451.0061,2,01
451.0061,3,1A
471.68332000000004,4,1B
332.8239,6,1E
345.8431,7,1F
358.5036,8,1G
978.15,8,10
1043.19,9,12
1061.07,6,11
693.38,10,05
662.48,11,04
693.79,12,03
731.7635,8,05
750.3138,7,04
749.9352,8,03
413.3699,8,1F
445.0836,9,1G
464.95364000000006,10,1H
314.4384,6,1E
351.8274,7,1F
367.7543,8,1G
398.8675,6,1B
415.1209,7,1C
414.71786000000003,8,1D
424.13,8,02
441.2,9,01
441.2,10,1A
926.9485,2,12
949.7527,3,11
968.77264,4,10
762.6841,1,13
809.0238,2,12
813.90814,3,11
527.12,0,1A
540.76,1,1B
552.03,2,1C
392.1622,0,1A
404.3059,1,1B
412.4232,2,1C
624.27,0,01
646.04,1,1A
659.81,2,1B
798.0646,0,14
812.6906,1,13
804.5751,2,12
276.3284,6,1F
296.64,7,1G
307.72244,8,1H
357.3997,0,02
372.0257,1,01
379.7936,2,1A
139.26,13,1F
199.41,14,1G
206.73,15,1H
381.8107,4,1C
397.1165,5,1D
397.0808,6,1E
745.2668,6,1A
763.6523,7,1B
804.2767,7,1A
757.0912,7,07
747.1723,8,06
781.29913,6,05
844.9502,6,11
846.8660000000001,7,10
876.89325,6,09
236.31,1,1B
246.07,2,1C
255.42,3,1D
296.9284,1,01
297.7215,2,1A
308.8029,3,1B
292.41,8,1F
302.17,9,1G
313.55,7,1H
295.67,6,1C
292.0,7,1D
302.98,6,1E
268.27,9,03
260.15,10,02
269.9,6,01
414.53,1,01
409.65,2,1A
425.1,3,1B
510.27,9,1A
502.95,10,1B
522.07,11,1C
647.6125,1,09
663.8659,2,08
690.0268,3,07
387.074,5,1E
431.7863,6,1F
447.6047,7,1G
592.3015,6,04
653.4217,7,06
679.6442,8,05
218.14,5,1E
278.18,6,1F
288.49,7,1G
284.5272,1,1A
295.9087,2,1B
295.6214,3,1C
437.08,4,1B
452.31,5,1C
469.05,6,1D
364.5891,1,1B
415.8213,2,1C
432.55045,3,1D
449.03,2,1B
493.83,3,1C
519.13,4,1D
510.5401,0,08
521.9319,1,07
531.9724,2,06
324.37,6,1D
312.99,7,1E
327.62,8,1F
340.14,5,1F
351.92,6,1G
368.59,7,1H
342.57,5,02
335.67,6,01
351.51,6,1A
233.72,3,1C
244.7,4,1D
256.08,5,1E
217.46,5,1F
225.19,6,1G
235.75,6,1H
266.24,3,1C
265.83,4,1D
278.44,5,1E
992.2608,0,14
1027.1984,1,13
1033.26,2,12
995.9069999999999,0,14
1035.7474,1,13
1042.0271,2,12
229.7415,13,1F
261.4655,14,1G
270.94597999999996,15,1H
486.3866,0,06
492.9271,1,05
510.70300000000003,2,04
343.8655,0,1A
382.0682,1,1B
399.60187,2,1C
623.18,0,12
661.38,1,11
666.66,2,10
645.7,0,06
645.69,1,05
670.08,2,04
450.0,0,06
453.25,1,05
474.39,2,04
765.0016,0,14
760.9434,1,13
773.20087,2,12
390.0095,0,03
392.6257,1,02
400.66174,2,01
374.32,0,1A
387.32,1,1B
395.59,2,1C
735.3067,0,14
724.5432,1,13
717.5319999999999,2,12
936.5378,6,14
973.9474,7,13
968.14496,8,12
330.87,11,01
346.73,12,1A
354.05,6,1B
911.3439999999999,1,13
911.3439999999999,2,12
902.3301,3,11
327.22,13,1E
338.6,14,1F
345.51,15,1G
322.34,15,1F
358.93,16,1G
358.93,7,1G
457.7629,6,1E
474.0472,7,1F
483.311,8,1G
314.59,1,1F
328.41,2,1G
335.32,3,1H
595.73,1,05
579.88,2,04
592.07,3,03
682.1587,2,04
640.7012,3,03
653.88837,4,02
355.51,3,02
364.46,4,01
373.4,5,1A
449.82,2,1F
462.01,3,1G
471.77,4,1H
621.34,2,08
605.49,3,07
679.88,4,09
433.94,2,1D
446.95,3,1E
468.08,4,1F
444.51,2,1F
469.31,3,1G
479.06,4,1H
432.34,1,1D
477.05,2,1E
487.22,3,1F
470.401,10,02
481.7825,11,01
493.51867999999996,12,1A
473.9442,3,03
486.1497,4,02
497.86107999999996,5,01
407.51,2,1D
417.68,3,1E
428.25,4,1F
373.56,2,1F
382.91,3,1G
382.91,4,1H
686.2272,3,03
686.2272,4,02
702.62177,5,01
397.35,2,1F
413.21,3,1G
423.37,4,1H
419.31,2,02
429.88,3,01
440.45,4,1A
422.8253,12,1F
495.1828,13,1E
494.70203,6,1E
516.2257,8,1E
520.3045,9,1F
530.3569,7,1G
503.86,2,1C
524.18,3,1D
535.16,4,1E
369.1417,2,1F
374.8479,3,1G
382.61307,4,1H
467.5273,3,1C
504.9163,4,1D
620.5796,5,1B
430.79,3,1F
475.62,4,1G
487.37,5,1H
468.1,8,1E
486.88,7,1F
499.09,7,1G
378.9061,2,1E
388.6705,3,1F
398.03778,4,1G
658.11,5,09
684.54,6,08
701.6,7,07
807.11,2,14
839.22,3,13
835.16,4,12
409.8164,2,1B
420.3636,3,1C
461.3933,4,1B
404.67,9,1F
420.94,10,1G
431.51,11,1H
438.265,3,1F
456.1355,4,1G
467.0734,5,1H
464.02,3,1F
482.72,4,1G
494.92,5,1H
569.31,3,09
583.53,4,08
598.17,5,07
478.25,3,1E
497.35,4,1F
497.35,5,1G
403.86,2,1B
424.18,3,1A
433.13,4,1B
517.12,3,1B
537.79,4,1C
537.72,5,1D
510.15,9,1B
530.47,10,1C
543.89,11,1D
448.17,3,1D
466.06,4,1E
477.84,5,1F
425.18,4,1D
453.6,5,1E
465.11,6,1F
480.31,5,07
492.5,6,06
492.5,7,05
332.87,3,1F
346.24,4,1G
346.37,5,1H
471.84,3,1B
490.85,4,1C
511.65,5,1D
414.6059,8,01
414.6059,7,1A
424.7506,6,1B
527.35,1,1C
548.27,2,1D
576.03,3,1E
327.62,9,1D
340.63,7,1E
349.17,7,1F
442.83,8,1F
460.42,7,1G
472.07,8,1H
316.06,4,03
322.96,5,02
329.88,6,01
483.94,4,1A
568.08,5,01
579.88,6,1A
299.58,8,1F
335.35,9,1G
343.89,10,1H
324.0895,7,1D
335.2032,8,1E
341.79263,7,1F
845.9081,4,10
1115.2839999999999,5,12
1104.2611,6,11
407.7,6,1F
421.93,7,1G
430.87,8,1H
396.71,1,03
529.86,2,05
541.13,3,04
385.2818,1,1D
398.404,2,1E
426.40732,3,1D
475.83,1,01
494.7,2,1A
505.0,3,1B
303.36,1,1A
316.37,2,1B
322.87,3,1C
509.31,1,1B
571.9,2,1A
586.09,3,1B
388.0,4,1B
403.45,5,1C
412.0,6,1D
439.01,1,1C
466.24,2,1D
476.0,3,1E
932.54,11,12
890.23,12,11
882.09,13,10
395.12,6,1F
408.7,7,1G
417.23,6,1H
463.9017,6,02
475.2832,7,01
487.0154,8,1A
758.9,6,08
735.16,7,07
750.61,7,06
969.67,1,13
962.99,2,12
954.46,3,11
417.86,7,1E
432.46,8,1F
441.41,7,1G
493.885,6,1D
489.8268,7,1E
499.8985,7,1F
368.52,7,1B
383.15,7,1C
392.91,8,1D
608.9257,1,08
624.3654,2,07
636.7452,3,06
285.3306,6,1F
328.4155,7,1G
336.21545,6,1H
483.7086,6,1D
495.9038,7,1E
507.616,8,1F
500.8787,1,09
513.0842,2,08
525.55145,3,07
326.4,1,1C
357.3,2,1D
357.3,3,1E
734.18,1,13
724.3,2,12
729.45,3,11
500.88,1,02
494.29,2,01
504.86,3,1A
699.67,6,1C
355.11,3,03
355.11,4,03
463.39,3,1D
473.13,4,1E
490.99,5,1F
997.71,1,13
1037.7,2,12
1050.18,3,11
1072.3228,2,11
1125.996,3,13
1283.2762,4,15
707.29,1,01
707.29,2,01
632.33,3,03
632.33,4,03
346.45,3,1B
346.45,4,1B
750.82,3,12
927.18,2,11
401.09,5,06
634.88,3,06
290.69,7,1E
421.06,7,1A
393.16,7,1F
414.71,7,1G
425.27,7,1H
645.79,4,10
662.5681,11,03
660.951,12,02
674.11847,13,01
351.9922,9,1B
365.8251,10,1C
374.40164,7,1D
568.8896,1,03
567.2519,2,02
578.8845,3,01
1042.7617,1,13
1024.0673,2,12
1030.3789,3,11
257.7678,9,03
264.2877,10,02
277.8197,7,01
490.7229,11,04
528.1428,12,03
547.1193,13,02
410.249,13,01
424.8853,14,1A
439.8975,7,1B
204.146,16,1F
265.7812,17,1G
275.27808,6,1H
228.5055,17,1D
290.2849,18,1E
300.5709,6,1F
346.0644,10,1D
357.426,11,1E
361.1795,6,1F
288.11,6,1D
305.08,7,1E
332.31,8,1D
417.04699999999997,16,1E
434.1038,17,1F
451.55605999999995,18,1G
465.11,1,1D
476.35,2,1E
498.56,3,1F
281.35,6,1F
339.01,7,1G
351.6,8,1H
620.8016,14,03
596.4215,15,02
608.0361,6,01
522.04,1,1A
529.88,2,1B
549.39,3,1C
418.27,1,1E
445.35,2,1F
462.01,3,1G
684.4865,7,1A
642.2359,8,1B
665.21765,9,1C
405.6243,6,1F
419.8795,7,1G
435.1641,7,1H
414.3484,6,01
413.4832,7,1A
428.064,6,1B
537.0832,3,04
612.6955,4,06
698.18677,5,08
331.48,16,1A
331.12,17,1B
360.39,18,1A
399.9902,7,1E
408.9203,8,1F
423.94800000000004,9,1G
291.97,7,1F
352.01,8,1G
365.03,9,1H
464.75,6,03
462.72,7,02
479.79,8,01
347.9855,4,1D
409.8164,5,1E
424.89468,6,1F
438.65,1,1B
447.44,2,1C
464.52,3,1D
269.1184,8,1F
301.0793,9,1G
300.78700000000003,7,1G
242.06,22,1F
284.37,23,1G
294.94,6,1H
354.1964,7,1F
400.25800000000004,7,1G
419.92462,7,1H
297.96,2,1E
315.83,3,1F
330.47,4,1G
320.69,6,02
331.26,7,01
346.71,8,1A
333.0711,6,1C
342.8252,7,1D
358.7197,6,1E
310.545,10,1F
322.7299,11,1G
335.42312999999996,12,1H
1104.3248,2,13
1038.9095,3,12
1055.1777,4,11
492.7417,1,03
500.8684,2,02
519.0585,3,01
466.2089,8,1B
484.9034,9,1C
525.84985,7,1B
465.39,8,1A
460.39,9,1B
477.41,10,1C
320.22700000000003,7,1D
362.9823,8,1E
377.8591,7,1F
510.06,8,05
530.38,9,04
634.85,7,06
328.56,1,1A
339.95,2,1B
352.55,3,1C
379.3078,7,1F
383.8089,8,1G
397.87314,6,1H
550.8028,7,05
548.1557,8,04
567.4935,6,03
822.3314,6,08
810.9499,7,07
840.20935,8,06
259.74,9,1F
270.31,10,1G
277.22,11,1H
286.88,6,1B
300.63,7,1C
300.63,6,1C
408.6216,6,03
402.9257,7,02
421.21085,7,01
780.4722,5,12
799.9907,6,11
808.13544,7,10
688.65,11,09
667.92,12,08
692.77,13,07
528.03,4,07
523.97,5,06
543.48,6,05
680.3047,4,1D
673.5067,5,1E
704.42255,6,1F
580.47,6,03
595.11,7,02
595.11,8,01
566.6442,4,1A
565.0065,5,1B
591.2531,6,1C
439.0066,5,04
450.3881,6,03
468.62717000000004,7,02
470.71,6,1D
516.2257,7,1E
515.7245,8,1F
329.66,8,1E
342.66,9,1F
360.15,10,1G
909.7269,2,14
955.33,3,13
516.65,1,07
292.7672,5,1B
306.5898,6,1C
320.92453,7,1D
355.67,5,1B
360.15,6,1C
377.22,7,1D
360.1395,5,05
356.07099999999997,6,04
372.76552999999996,7,03
530.0586,4,10
530.0586,5,09
529.544,6,08
580.9097,4,1C
595.5357,5,1D
594.9575,6,1E
404.29,5,02
414.62,6,01
423.15,7,1A
362.39,7,1F
376.8,7,1G
386.31,7,1H
427.6869,1,07
424.4424,2,06
439.45502,3,05
293.4676,8,02
323.5436,9,04
329.74304,10,03
519.25,5,03
496.32,6,02
506.89,7,01
399.37,4,1F
406.73,5,1G
415.27,6,1H
754.14,6,08
706.73,7,07
721.36,8,06
1055.7809,1,14
1018.3919,2,13
1008.4508699999999,3,12
505.3695,8,06
502.9284,9,05
513.00793,7,04
706.1886,6,08
702.1098,7,07
800.5311,8,09
361.41,10,1C
371.77,11,1D
385.59,12,1E
221.83,7,1F
261.36,8,1G
271.12,6,1H
279.645,6,01
279.645,7,1A
289.94135,6,1B
482.6065,6,04
485.8613,7,03
503.25302,6,02
399.6606,8,02
404.5428,9,01
418.77213,10,1A
348.5726,6,1D
354.2582,7,1E
366.91052,6,1F
620.72,5,09
628.57,6,08
651.75,7,07
505.4828,8,07
537.1862,9,09
556.1642,10,08
425.36,6,1B
446.46,7,1A
455.8,8,1B
329.57,11,1F
342.09,12,1G
349.41,6,1H
322.9256,1,1B
333.5037,2,1C
340.47552,3,1D
363.6106,7,06
376.6195,8,05
384.36237,7,04
531.0474,5,12
506.6673,6,11
515.1071,7,10
298.23,9,1E
310.03,10,1F
322.87,11,1G
228.5,15,1F
236.81,16,1G
247.79,6,1H
646.03,6,06
633.24,7,05
657.22,7,04
306.12,7,01
313.96,8,1A
325.75,7,1B
337.27,1,01
359.65,2,1A
373.47,3,1B
455.25,6,1D
462.99,7,1E
480.47,7,1F
417.11,9,1F
420.83,10,1G
436.81,6,1H
267.39,4,1E
337.38,5,1F
353.23,6,1G
373.15,1,05
375.59,2,04
389.82,3,03
358.1928,6,1F
371.1914,7,1G
384.6299,8,1H
776.1153,2,11
796.4269,3,10
825.7005,4,09
665.3079,6,02
644.7388,7,01
668.2429,8,1A
390.87,2,1F
388.44,3,1G
403.07,4,1H
523.24,10,03
523.24,7,02
549.52716,7,01
386.93,5,1B
389.9,6,1C
408.36,7,1D
411.0524,2,1A
425.6784,3,1B
441.51302999999996,4,1C
284.01,9,1D
284.13,10,1E
312.18,11,1D
228.36,5,1C
247.76,6,1D
257.11,7,1E
282.73,2,1C
309.17,3,1D
323.8,4,1E
320.01,3,1C
331.52,4,1D
346.97,5,1E
356.0,6,1C
363.64,7,1D
